label,children,social,parents_pretentious,parents_great_pret,parents_usual,has_nurs_very_crit,has_nurs_improper,has_nurs_proper,has_nurs_critical,has_nurs_less_proper,form_completed,form_incomplete,form_completed,form_complete,housing_convenient,housing_less_conv,housing_critical,finance_inconv,finance_convenient,health_priority,health_recommended,health_not_recom
3,-0.44634098,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,-1.337132392,0,-0.697102457,1.40242655,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,1.335241845,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
3,-0.44634098,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,1.335241845,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,-0.44634098,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
4,-0.44634098,0,1.434509362,-0.713049821,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,0.444450433,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
4,-1.337132392,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,-1.337132392,0,-0.697102457,1.40242655,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
4,1.335241845,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,0.444450433,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
4,-0.44634098,0,-0.697102457,1.40242655,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,0.444450433,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,1.335241845,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,-0.44634098,0,-0.697102457,-0.713049821,1.406067103,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,1.335241845,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
4,-1.337132392,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,-0.44634098,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
4,1.335241845,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,-0.44634098,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
4,0.444450433,0,-0.697102457,1.40242655,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
0,-0.44634098,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
4,-1.337132392,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
0,1.335241845,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
3,1.335241845,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
4,-0.44634098,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
0,-0.44634098,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
0,-1.337132392,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
4,-1.337132392,0,1.434509362,-0.713049821,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,-0.44634098,0,1.434509362,-0.713049821,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
3,0.444450433,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
2,-1.337132392,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,-0.44634098,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,0.444450433,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,0.444450433,0,-0.697102457,1.40242655,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,1.335241845,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
3,1.335241845,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,0.444450433,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
4,-1.337132392,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
2,-1.337132392,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,-0.44634098,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
4,0.444450433,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,0.444450433,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
3,-0.44634098,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
4,1.335241845,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
4,1.335241845,0,1.434509362,-0.713049821,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
3,-0.44634098,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,-0.44634098,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,0.444450433,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
0,-1.337132392,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
0,0.444450433,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
3,-0.44634098,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,1.335241845,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,-1.337132392,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,-1.337132392,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
4,1.335241845,0,-0.697102457,-0.713049821,1.406067103,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,1.335241845,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
3,-1.337132392,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,1.335241845,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,-1.337132392,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,-0.44634098,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
0,-0.44634098,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
3,-0.44634098,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
4,1.335241845,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,-0.44634098,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,-1.337132392,0,-0.697102457,-0.713049821,1.406067103,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
0,-0.44634098,0,-0.697102457,-0.713049821,1.406067103,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
3,-1.337132392,0,-0.697102457,-0.713049821,1.406067103,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
3,-0.44634098,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
0,1.335241845,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
0,0.444450433,0,-0.697102457,1.40242655,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
3,1.335241845,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
0,1.335241845,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
0,0.444450433,0,1.434509362,-0.713049821,-0.71120361,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
4,0.444450433,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
4,1.335241845,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
3,-0.44634098,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,1.335241845,0,-0.697102457,-0.713049821,1.406067103,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,0.444450433,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
0,0.444450433,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
4,0.444450433,0,-0.697102457,1.40242655,-0.71120361,-0.499819114,-0.499216064,-0.500723415,1.978078919,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
3,1.335241845,0,-0.697102457,-0.713049821,1.406067103,-0.499819114,-0.499216064,1.997110521,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
4,1.335241845,0,-0.697102457,-0.713049821,1.406067103,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,-0.44634098,0,-0.697102457,-0.713049821,1.406067103,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
3,0.444450433,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,2.003140668,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,1.410945589,-0.698019334,-0.714589601,1.410945589,-0.698019334,-0.714589601,0.714589601,-0.714589601,1.410945589,-0.698019334
3,-0.44634098,0,1.434509362,-0.713049821,-0.71120361,-0.499819114,-0.499216064,-0.500723415,-0.505541003,2.021474505,0,1.399404635,-0.708744552,-0.698019334,1.399404635,-0.708744552,-0.698019334,1.399404635,-1.399404635,1.399404635,-0.708744552,-0.698019334
0,-1.337132392,0,-0.697102457,-0.713049821,1.406067103,2.000723807,-0.499216064,-0.500723415,-0.505541003,-0.494688406,0,-0.714589601,-0.708744552,1.432625075,-0.714589601,-0.708744552,1.432625075,-0.714589601,0.714589601,-0.714589601,-0.708744552,1.432625075
